"","species","age","age2","replicate","site","tag_ID","d_start","d_end","length_start","new_length","segment","lvs_start_length","lvs_start_count","lvs_end_length","lvs_end_count","lvs_new_length","lvs_new_count","new_but_shed_count","mm_lvs_spec","count_lvs_spec","notes","dont_use","count_per_length","leaf_start_total","leaf_end_total","leaf_new_total","LL_bd","LL_death","LL_birth"
"386","LEES",32,32,"904","Basin1981","LEES_904",67,120,41,59,"4",118,0,41,14,59,0,0,0,0,"","",0.514432810633568,60.703071654761,35.0917452359763,30.3515358273805,1.48829115307753,2.37016508486019,2
"387","LEES",32,32,"907","Basin1981","LEES_907",94,137,35,126,"N/A - bn 4&5",137,0,25,2,126,0,0,0,0,"","",0.514432810633568,70.4772950567988,14.8608202658392,64.8185341398296,0.800644147574342,1.26720176569434,1.08730158730159
"388","PELA",7,7,"1","Basin2005","PELA_001",390,516,160,218,"2",0,46,0,36,0,27,0,0,0,"","",1,46,36,27,1.95744680851064,4.6,1.7037037037037
"389","PELA",7,7,"2","Basin2005","PELA_002",176,411,77,281,"3",0,75,0,46,0,31,0,0,0,"","",1,75,46,31,1.68539325842697,2.58620689655172,2.41935483870968
"390","PELA",7,7,"3","Basin2005","PELA_003",332,532,210,205,"3",0,50,0,37,0,18,0,0,0,"","",1,50,37,18,2.27272727272727,3.84615384615385,2.77777777777778
"391","PELA",7,7,"4","Basin2005","PELA_004",290,670,213,332,"3",0,47,0,27,0,35,0,0,0,"","",1,47,27,35,1.25333333333333,2.35,1.34285714285714
"392","PELA",7,7,"5","Basin2005","PELA_005",297,443,102,162,"2",0,42,0,34,0,19,0,0,0,"","",1,42,34,19,2.4,5.25,2.21052631578947
"393","PELA",7,7,"6","Basin2005","PELA_006",233,309,103,157,"2",0,36,0,22,0,18,0,0,0,"","",1,36,22,18,1.56521739130435,2.57142857142857,2
"394","PELA",7,7,"7","Basin2005","PELA_007",428,676,312,232,"3",0,66,0,58,0,23,0,0,0,"","",1,66,58,23,3.38461538461538,8.25,2.8695652173913
"395","PELA",1.4,1.4,"103","Waratah2011","PELA_103",141,193,42,48,"1",0,6,0,3,0,7,0,0,0,"","",1,6,3,7,0.923076923076923,2,0.857142857142857
"396","PELA",1.4,1.4,"104","Waratah2011","PELA_104",111,120.67,28,16,"1",0,9,0,0,0,6,0,0,0,"","",1,9,0,6,0.75,1,1.5
"397","PELA",1.4,1.4,"108","Waratah2011","PELA_108",105,171.33,30,44,"1",0,8,0,3,0,7,0,0,0,"","",1,8,3,7,0.941176470588235,1.6,1.14285714285714
"398","PELA",1.4,1.4,"113","Waratah2011","PELA_113",154,235.67,34,8,"1",0,9,0,1,0,2,0,0,0,"","",1,9,1,2,1,1.125,4.5
"399","PELA",1.4,1.4,"118","Waratah2011","PELA_118",145,182.6666667,31,49,"1",0,9,0,0,0,7,0,0,0,"","",1,9,0,7,0.72,1,1.28571428571429
"400","PELA",1.4,1.4,"120","Waratah2011","PELA_120",155.67,168,43,3,"1",0,8,0,8,0,2,0,0,0,"","",1,8,8,2,8,NA,4
"401","PELA",1.4,1.4,"122","Waratah2011","PELA_122",149.67,161,47,17,"1",0,8,0,2,0,4,0,0,0,"","",1,8,2,4,1,1.33333333333333,2
"402","PELA",2.4,2.4,"152","Waratah2011","PELA_152",215,289.67,83,82,"1",0,11,0,8,0,9,0,0,0,"","",1,11,8,9,1.46666666666667,3.66666666666667,1.22222222222222
"403","PELA",2.4,2.4,"153","Waratah2011","PELA_153",240,433,170,131,"2",0,17,0,9,0,13,0,0,0,"","",1,17,9,13,1.17241379310345,2.125,1.30769230769231
"404","PELA",2.4,2.4,"155","Waratah2011","PELA_155",204.33,275.67,75,62,"1",0,10,0,7,0,6,0,0,0,"","",1,10,7,6,1.66666666666667,3.33333333333333,1.66666666666667
"405","PELA",2.4,2.4,"156","Waratah2011","PELA_156",154.33,175.67,31,34,"1",0,5,0,3,0,2,0,0,0,"","",1,5,3,2,1.66666666666667,2.5,2.5
"406","PELA",2.4,2.4,"157","Waratah2011","PELA_157",183,291.33,74,68,"1",0,14,0,14,0,8,0,0,0,"","",1,14,14,8,3.5,NA,1.75
"407","PELA",2.4,2.4,"158","Waratah2011","PELA_158",144.33,210.67,105,117,"1",0,9,0,4,0,7,0,0,0,"","",1,9,4,7,1.05882352941176,1.8,1.28571428571429
"408","PELA",1.4,1.35,"301","Wilunga2012","PELA_301",145,165,10,20,"1",0,10,0,5,0,4,3,0,0,"new&shed leaves nipped; 8 original leaves mini","",1,10,5,7,1.17647058823529,2,1.42857142857143
"409","PELA",1.4,1.35,"302","Wilunga2012","PELA_302",178,183,15,13,"1",0,9,0,8,0,4,4,0,0,"new&shed leaves nipped","",1,9,8,8,1.8,9,1.125
"410","PELA",1.4,1.35,"303","Wilunga2012","PELA_303",177.5,268.6666667,17,132,"1",0,9,0,4,0,10,0,0,0,"4 original leaves mini","",1,9,4,10,0.9,1.8,0.9
"411","PELA",1.4,1.35,"305","Wilunga2012","PELA_305",128,165.6666667,12,45,"1",0,8,0,2,0,7,0,0,0,"3 original leaves mini","",1,8,2,7,0.842105263157895,1.33333333333333,1.14285714285714
"412","PELA",1.4,1.35,"306","Wilunga2012","PELA_306",121,139.6666667,10,40,"1",0,8,0,1,0,5,0,0,0,"decreased starting diameter; wrote 171, assume it should have been 121; 4 original leaves mini","",1,8,1,5,0.842105263157895,1.14285714285714,1.6
"413","PELA",1.4,1.35,"308","Wilunga2012","PELA_308",112,155.3333333,8,40,"1",0,8,0,4,0,8,0,0,0,"4 original leaves mini","",1,8,4,8,1,2,1
"414","PELA",1.4,1.35,"321","Wilunga2012","PELA_321",123,257,34,55,"1",0,12,0,4,0,7,0,0,0,"9 original leaves mini","",1,12,4,7,1.04347826086957,1.5,1.71428571428571
"415","PELA",1.4,1.35,"322","Wilunga2012","PELA_322",140,193,24,20,"1",0,10,0,2,0,6,0,0,0,"4 original leaves mini","",1,10,2,6,0.909090909090909,1.25,1.66666666666667
"416","PELA",5,5,"401","Basin2007","PELA_401",330.6666667,449,183,120,"1",0,21,0,18,0,13,0,0,0,"","",1,21,18,13,2.21052631578947,7,1.61538461538462
"417","PELA",5,5,"402","Basin2007","PELA_402",247,330,80,73,"2",0,22,0,18,0,13,0,0,0,"","",1,22,18,13,2.0952380952381,5.5,1.69230769230769
"418","PELA",5,5,"403","Basin2007","PELA_403",200,284,128,50,"2",0,22,0,18,0,10,0,0,0,"","",1,22,18,10,2.44444444444444,5.5,2.2
"419","PELA",5,5,"404","Basin2007","PELA_404",290,420,103,111,"2",0,27,0,24,0,11,0,0,0,"","",1,27,24,11,3.17647058823529,9,2.45454545454545
"420","PELA",5,5,"405","Basin2007","PELA_405",226,296,57,81,"2",0,18,0,14,0,10,0,0,0,"","",1,18,14,10,2,4.5,1.8
"421","PELA",5,5,"406","Basin2007","PELA_406",228,338,63,115,"N/A - bn 2&3",0,25,0,20,0,15,0,0,0,"","",1,25,20,15,2,5,1.66666666666667
"422","PELA",5,5,"407","Basin2007","PELA_407",197,374,68,202,"N/A - bn 2&3",0,41,0,40,0,21,0,0,0,"","",1,41,40,21,3.56521739130435,41,1.95238095238095
"423","PELA",9,9,"801","Waratah2003","PELA_801",318,462,174,138,"3",0,55,0,39,0,33,0,0,0,"","",1,55,39,33,1.69230769230769,3.4375,1.66666666666667
"424","PELA",9,9,"802","Waratah2003","PELA_802",323,526,300,110,"3",0,58,0,48,0,19,0,0,0,"","",1,58,48,19,2.97435897435897,5.8,3.05263157894737
"425","PELA",9,9,"803","Waratah2003","PELA_803",375,585,300,216,"2",0,84,0,52,0,40,0,0,0,"","",1,84,52,40,1.61538461538462,2.625,2.1
"426","PELA",9,9,"804","Waratah2003","PELA_804",349,538,222,193,"N/A - bn 2&3",0,68,0,46,0,33,0,0,0,"","",1,68,46,33,1.76623376623377,3.09090909090909,2.06060606060606
"427","PELA",9,9,"805","Waratah2003","PELA_805",447,645,370,188,"2",0,118,0,95,0,40,0,0,0,"","",1,118,95,40,2.74418604651163,5.1304347826087,2.95
"428","PELA",9,9,"806","Waratah2003","PELA_806",230,333,175,118,"4",0,65,0,44,0,31,0,0,0,"","",1,65,44,31,1.78082191780822,3.0952380952381,2.09677419354839
"429","PELA",9,9,"807","Waratah2003","PELA_807",261,333,198,112,"4",0,39,0,21,0,26,0,0,0,"","",1,39,21,26,1.25806451612903,2.16666666666667,1.5
"430","PELA",32,32,"901","Basin1981","PELA_901",253,291,210,68,"N/A - bn 4&5",0,43,0,25,0,12,0,0,0,"","",1,43,25,12,1.79166666666667,2.38888888888889,3.58333333333333
"431","PELA",32,32,"903","Basin1981","PELA_903",187,262,170,91,"6",0,30,0,15,0,21,0,0,0,"some guesstimating original leaf number","",1,30,15,21,1.17647058823529,2,1.42857142857143
"432","PELA",32,32,"904","Basin1981","PELA_904",181,292,173,106,"7",0,41,0,16,0,23,0,0,0,"","",1,41,16,23,1.12328767123288,1.64,1.78260869565217
"433","PELA",32,32,"905","Basin1981","PELA_905",260,292,160,52,"4",0,55,0,30,0,14,0,0,0,"","",1,55,30,14,1.71875,2.2,3.92857142857143
"434","PELA",32,32,"906","Basin1981","PELA_906",226,253,215,130,"4",0,30,0,27,0,39,0,0,0,"","",1,30,27,39,1.33333333333333,10,0.769230769230769
"435","PEPU",7,7,"1","Basin2005","PEPU_001",311,473,235,76,"2",0,89,0,43,0,16,0,0,0,"","",1,89,43,16,1.64814814814815,1.93478260869565,5.5625
"436","PEPU",7,7,"2","Basin2005","PEPU_002",339,493,385,115,"2",0,83,0,47,0,21,0,0,0,"","",1,83,47,21,1.78494623655914,2.30555555555556,3.95238095238095
"437","PEPU",7,7,"3","Basin2005","PEPU_003",262,387,195,24,"2",0,64,0,41,0,7,3,0,0,"","",1,64,41,10,2.28571428571429,2.78260869565217,6.4
"438","PEPU",7,7,"4","Basin2005","PEPU_004",222,317,105,65,"2",0,49,0,17,0,14,0,0,0,"","",1,49,17,14,1.25641025641026,1.53125,3.5
"439","PEPU",7,7,"5","Basin2005","PEPU_005",215,340,98,79,"2",0,30,0,22,0,27,0,0,0,"","",1,30,22,27,1.3953488372093,3.75,1.11111111111111
"440","PEPU",7,7,"6","Basin2005","PEPU_006",309,432,188,125,"2",0,69,0,31,0,30,0,0,0,"","",1,69,31,30,1.30188679245283,1.81578947368421,2.3
"441","PEPU",7,7,"7","Basin2005","PEPU_007",218,318,96,78,"2",0,47,0,23,0,17,0,0,0,"","",1,47,23,17,1.44615384615385,1.95833333333333,2.76470588235294
"442","PEPU",2.4,2.4,"151","Waratah2011","PEPU_151",157,223,27,40,"2",0,20,0,20,0,14,0,0,0,"also 4 stalks start and end","",1,20,20,14,2.85714285714286,NA,1.42857142857143
"443","PEPU",2.4,2.4,"152","Waratah2011","PEPU_152",92,101,14,10,"2",0,15,0,13,0,5,0,0,0,"","",1,15,13,5,3.33333333333333,7.5,3
"444","PEPU",2.4,2.4,"153","Waratah2011","PEPU_153",155.3333333,201.3333333,25,57,"1",0,20,0,15,0,16,0,0,0,"","",1,20,15,16,1.53846153846154,4,1.25
"445","PEPU",2.4,2.4,"154","Waratah2011","PEPU_154",120,146,20,18,"2",0,18,0,13,0,16,0,0,0,"","",1,18,13,16,1.38461538461538,3.6,1.125
"446","PEPU",2.4,2.4,"155","Waratah2011","PEPU_155",112,191,80,256,"2",0,25,0,22,0,21,0,0,0,"","",1,25,22,21,1.85185185185185,8.33333333333333,1.19047619047619
"447","PEPU",2.4,2.4,"156","Waratah2011","PEPU_156",94,139,30,141,"2",0,16,0,10,0,32,0,0,0,"","",1,16,10,32,0.727272727272727,2.66666666666667,0.5
"448","PEPU",2.4,2.4,"157","Waratah2011","PEPU_157",112,175.3333333,30,21,"1",0,24,0,12,0,13,0,0,0,"","",1,24,12,13,1.2972972972973,2,1.84615384615385
"449","PEPU",1.4,1.35,"301","Wilunga2012","PEPU_301",91,139.667,23,25,"1",0,8,0,6,0,21,0,0,0,"","",1,8,6,21,0.64,4,0.380952380952381
"450","PEPU",1.4,1.35,"302","Wilunga2012","PEPU_302",97,139.333,29,41,"1",0,9,0,3,0,32,0,0,0,"","",1,9,3,32,0.409090909090909,1.5,0.28125
"451","PEPU",1.4,1.35,"303","Wilunga2012","PEPU_303",105,191.667,32,56,"1",0,13,0,5,0,32,0,0,0,"","",1,13,5,32,0.541666666666667,1.625,0.40625
"452","PEPU",1.4,1.35,"305","Wilunga2012","PEPU_305",101.33,172,30,127,"1",0,14,0,3,0,37,0,0,0,"","",1,14,3,37,0.474576271186441,1.27272727272727,0.378378378378378
"453","PEPU",1.4,1.35,"307","Wilunga2012","PEPU_307",85.667,156.33,42,68,"1",0,11,0,7,0,23,0,0,0,"","",1,11,7,23,0.709677419354839,2.75,0.478260869565217
"454","PEPU",1.4,1.35,"310","Wilunga2012","PEPU_310",96,130.33,21,35,"1",0,6,0,0,0,26,0,0,0,"","",1,6,0,26,0.315789473684211,1,0.230769230769231
"455","PEPU",1.4,1.35,"313","Wilunga2012","PEPU_313",109,218.33,31,84,"1",0,17,0,9,0,40,0,0,0,"","",1,17,9,40,0.607142857142857,2.125,0.425
"456","PEPU",1.4,1.35,"315","Wilunga2012","PEPU_315",92,123.67,20,43,"1",0,9,0,0,0,29,6,0,0,"","",1,9,0,35,0.339622641509434,1,0.257142857142857
"457","PEPU",5,5,"401","Basin2007","PEPU_401",154,281,45,74,"2",0,41,0,28,0,16,0,0,0,"","",1,41,28,16,1.95238095238095,3.15384615384615,2.5625
"458","PEPU",5,5,"403","Basin2007","PEPU_403",116,186,29,35,"2",0,39,0,21,0,17,0,0,0,"","",1,39,21,17,1.47169811320755,2.16666666666667,2.29411764705882
"459","PEPU",5,5,"404","Basin2007","PEPU_404",149,234,78,47,"2",0,46,0,27,0,23,0,0,0,"","",1,46,27,23,1.50819672131148,2.42105263157895,2
"460","PEPU",5,5,"405","Basin2007","PEPU_405",295,476,177,54,"2",0,44,0,22,0,12,0,0,0,"","",1,44,22,12,1.57142857142857,2,3.66666666666667
"461","PEPU",5,5,"406","Basin2007","PEPU_406",254,343,155,72,"2",0,62,0,36,0,20,0,0,0,"also 5 new leaf stalks, 1 old leaf stalk (previously a leaf)","",1,62,36,20,1.72222222222222,2.38461538461538,3.1
"462","PEPU",5,5,"407","Basin2007","PEPU_407",141,196,50,17,"2",0,31,0,21,0,6,0,0,0,"also 7 newq leaf stalks","",1,31,21,6,2.38461538461538,3.1,5.16666666666667
"463","PEPU",9,9,"801","Waratah2003","PEPU_801",356,598,185,190,"N/A - bn 2&3",0,31,0,15,0,32,0,0,0,"","",1,31,15,32,0.96875,1.9375,0.96875
"464","PEPU",9,9,"802","Waratah2003","PEPU_802",347,536,224,137,"2",0,112,0,85,0,28,0,0,0,"","",1,112,85,28,2.73170731707317,4.14814814814815,4
"465","PEPU",9,9,"803","Waratah2003","PEPU_803",236,386,128,127,"3",0,77,0,42,0,20,0,0,0,"","",1,77,42,20,1.71111111111111,2.2,3.85
"466","PEPU",9,9,"804","Waratah2003","PEPU_804",336,485,280,157,"2",0,60,0,41,0,22,0,0,0,"","",1,60,41,22,2,3.15789473684211,2.72727272727273
"467","PEPU",9,9,"805","Waratah2003","PEPU_805",277,428,218,100,"2",0,44,0,38,0,12,0,0,0,"check bag 3x for length","",1,44,38,12,3.66666666666667,7.33333333333333,3.66666666666667
"468","PEPU",9,9,"806","Waratah2003","PEPU_806",341,385,305,108,"2",0,52,0,43,0,27,0,0,0,"","",1,52,43,27,2.31111111111111,5.77777777777778,1.92592592592593
"469","PEPU",9,9,"807","Waratah2003","PEPU_807",267,376,182,110,"3",0,105,0,47,0,20,0,0,0,"","",1,105,47,20,1.54411764705882,1.81034482758621,5.25
"470","PEPU",32,32,"901","Basin1981","PEPU_901",219,275,30,25,"3",0,62,0,23,0,8,0,0,0,"","",1,62,23,8,1.44186046511628,1.58974358974359,7.75
"471","PEPU",32,32,"902","Basin1981","PEPU_902",286,390,115,142,"N/A",0,51,0,35,0,37,0,0,0,"","",1,51,35,37,1.47826086956522,3.1875,1.37837837837838
"472","PEPU",32,32,"903","Basin1981","PEPU_903",254,351,60,90,"4",0,64,0,32,0,27,0,0,0,"","",1,64,32,27,1.40659340659341,2,2.37037037037037
"473","PEPU",32,32,"904","Basin1981","PEPU_904",322,468,283,97,"",0,43,0,31,0,30,0,0,0,"","",1,43,31,30,1.59259259259259,3.58333333333333,1.43333333333333
"474","PEPU",32,32,"905","Basin1981","PEPU_905",257,382,107,42,NA,0,75,0,45,0,17,0,0,0,"","",1,75,45,17,1.94805194805195,2.5,4.41176470588235
"475","PEPU",32,32,"906","Basin1981","PEPU_906",334,404,143,62,"3",0,59,0,25,0,19,0,0,0,"","",1,59,25,19,1.35632183908046,1.73529411764706,3.10526315789474
"476","PEPU",32,32,"907","Basin1981","PEPU_907",374,472,183,38,"3",0,38,0,35,0,12,0,0,0,"","",1,38,35,12,4.22222222222222,12.6666666666667,3.16666666666667
"477","PHPH",7,7,"1","Basin2005","PHPH_001",177,240,195,75,"3",195,69,130,0,75,0,0,0,0,"","",1.71796768349403,404.003698281337,223.335798854224,128.847576262053,1.6483778063077,2.23616757355573,3.1355164761475
"478","PHPH",7,7,"2","Basin2005","PHPH_002",122,153,78,112,"3",128,50,123,19,112,0,0,0,0,"","",1.71796768349403,269.899863487236,230.310025069766,192.412380551332,1.98753870849302,6.81740250215659,1.40271568136039
"479","PHPH",7,7,"3","Basin2005","PHPH_003",223,233,137,31,"N/A - side branch",267,60,107,11,31,0,0,0,0,"","",1.71796768349403,518.697371492907,194.822542133862,53.256998188315,1.47986432477534,1.60153653347937,9.73951572822054
"480","PHPH",7,7,"5","Basin2005","PHPH_005",196,302,350,70,"2",340,13,190,0,70,0,0,0,0,"","",1.71796768349403,597.109012387971,326.413859863866,120.257737844582,1.8049143160081,2.20583563030298,4.96524400916021
"481","PHPH",7,7,"6","Basin2005","PHPH_006",226,294,280,130,"3",280,12,210,0,130,0,0,0,0,"","",1.71796768349403,493.030951378329,360.773213533747,223.335798854224,2.02123465533543,3.72780420573726,2.20757690396129
"482","PHPH",7,7,"7","Basin2005","PHPH_007",110,146,64,73,"N/A - bn 2&3",89,0,40,0,73,0,0,0,0,"","",1.71796768349403,152.899123830969,68.7187073397614,125.411640895064,1.04093567251462,1.81632653061225,1.21917808219178
"483","PHPH",2.4,2.4,"161","Waratah2011","PHPH_161",163.3333333,323.6666667,252,133,"2",212,0,152,0,133,0,0,0,0,"","",1.71796768349403,364.209148900735,261.131087891093,228.489701904706,1.67588932806324,3.53333333333333,1.59398496240601
"484","PHPH",2.4,2.4,"162","Waratah2011","PHPH_162",119,244,205,115,"2",205,0,160,0,115,0,0,0,0,"","",1.71796768349403,352.183375116277,274.874829359045,197.566283601814,2,4.55555555555556,1.78260869565217
"485","PHPH",2.4,2.4,"163","Waratah2011","PHPH_163",114,144,175,70,"2",115,0,95,0,70,0,0,0,0,"","",1.71796768349403,197.566283601814,163.206929931933,120.257737844582,2.09090909090909,5.75,1.64285714285714
"486","PHPH",2.4,2.4,"164","Waratah2011","PHPH_164",145.3333333,233,213,170,"2",173,0,115,0,170,0,0,0,0,"","",1.71796768349403,297.208409244468,197.566283601814,292.054506193986,1.20979020979021,2.98275862068966,1.01764705882353
"487","PHPH",2.4,2.4,"165","Waratah2011","PHPH_165",290,358,303,137,"1",265,0,225,0,137,0,0,0,0,"","",1.71796768349403,455.261436125919,386.542728786158,235.361572638683,2.44239631336406,6.625,1.93430656934307
"488","PHPH",2.4,2.4,"166","Waratah2011","PHPH_166",185,349,450,218,"2",420,0,240,0,218,0,0,0,0,"","",1.71796768349403,721.546427067494,412.312244038568,374.516955001699,1.45328719723183,2.33333333333333,1.92660550458716
"489","PHPH",2.4,2.4,"167","Waratah2011","PHPH_167",NA,299,323,117,"2",245,0,130,0,117,0,0,0,0,"","",1.71796768349403,420.902082456038,223.335798854224,201.002218968802,1.41210374639769,2.1304347826087,2.09401709401709
"490","PHPH",5,5,"401","Basin2007","PHPH_401",232,276,367,55,"2",205,0,85,5,55,0,0,0,0,"","",1.71796768349403,352.183375116277,151.027253096993,94.4882225921719,1.41780613655521,1.75079620535991,3.72727272727273
"491","PHPH",5,5,"402","Basin2007","PHPH_402",133,163,127,65,"N/A - bn 2&3",233,0,140,0,45,0,0,0,0,"","",1.71796768349403,400.28647025411,240.515475689165,77.3085457572315,2.01731601731602,2.50537634408602,5.17777777777778
"492","PHPH",5,5,"403","Basin2007","PHPH_403",132,154,141,36,"3",131,0,75,0,25,0,0,0,0,"","",1.71796768349403,225.053766537718,128.847576262053,42.9491920873508,1.91240875912409,2.33928571428571,5.24
"493","PHPH",5,5,"404","Basin2007","PHPH_404",134,161,76,12,"3",166,0,96,0,12,0,0,0,0,"","",1.71796768349403,285.18263546001,164.924897615427,20.6156122019284,2.18421052631579,2.37142857142857,13.8333333333333
"494","PHPH",5,5,"405","Basin2007","PHPH_405",130,149,112,34,"3",252,0,145,7,34,0,0,0,0,"","",1.71796768349403,432.927856240496,256.105314106635,58.4109012387971,2.10130599466147,2.44837480004531,7.41176470588235
"495","PHPH",5,5,"406","Basin2007","PHPH_406",71,114,30,80,"N/A - above highest cut",50,0,30,0,80,0,0,0,0,"","",1.71796768349403,85.8983841747017,51.539030504821,137.437414679523,0.833333333333333,2.5,0.625
"496","PHPH",5,5,"407","Basin2007","PHPH_407",153,202,222,50,"2",200,8,120,0,50,0,0,0,0,"","",1.71796768349403,351.593536698807,206.156122019284,85.8983841747017,1.86634040886941,2.41749028249407,4.09313330019956
"497","PHPH",9,9,"801","Waratah2003","PHPH_801",216,270,232,12,"3",185,0,105,0,12,0,0,0,0,"","",1.71796768349403,317.824021446396,180.386606766874,20.6156122019284,2.15116279069767,2.3125,15.4166666666667
"498","PHPH",9,9,"802","Waratah2003","PHPH_802",114,144,80,77,"2",130,0,61,29,77,0,0,0,0,"","",1.71796768349403,223.335798854224,133.796028693136,132.283511629041,1.434568407874,2.49426370485905,1.68831168831169
"499","PHPH",9,9,"804","Waratah2003","PHPH_804",160,249,82,123,"3",82,0,0,50,120,0,0,0,0,"","",1.71796768349403,140.873350046511,50,206.156122019284,0.726333205205324,1.55021631726363,0.683333333333333
"500","PHPH",9,9,"805","Waratah2003","PHPH_805",184,269,250,50,"3",310,0,200,3,50,0,0,0,0,"","",1.71796768349403,532.56998188315,346.593536698807,85.8983841747017,2.32638855232751,2.86364212067424,6.2
"501","PHPH",9,9,"806","Waratah2003","PHPH_806",162,187,136,41,"3",110,0,90,0,41,0,0,0,0,"","",1.71796768349403,188.976445184344,154.617091514463,70.4366750232554,2.71604938271605,5.5,2.68292682926829
"502","PHPH",9,9,"807","Waratah2003","PHPH_807",197,209,160,65,"4",190,0,125,0,65,0,0,0,0,"","",1.71796768349403,326.413859863866,214.745960436754,111.667899427112,1.94871794871795,2.92307692307692,2.92307692307692
"503","PHPH",32,32,"902","Basin1981","PHPH_902",142,186,176,42,"3",100,0,95,0,42,0,0,0,0,"","",1.71796768349403,171.796768349403,163.206929931933,72.1546427067494,3.84615384615385,20,2.38095238095238
"504","PHPH",32,32,"903","Basin1981","PHPH_903",126,147,110,15,"3",200,0,125,0,15,0,0,0,0,"","",1.71796768349403,343.593536698807,214.745960436754,25.7695152524105,2.42424242424242,2.66666666666667,13.3333333333333
"505","PHPH",32,32,"904","Basin1981","PHPH_904",125,147,95,45,"N/A - bn 3&4",135,33,135,23,45,0,0,0,0,"","",1.71796768349403,264.925637271695,254.925637271695,77.3085457572315,5.44506415567322,26.4925637271695,3.426860959248
"506","PHPH",32,32,"905","Basin1981","PHPH_905",182,261,335,148,"4",230,9,132,0,148,0,0,0,0,"","",1.71796768349403,404.132567203628,226.771734221212,254.259217157117,1.32724221204396,2.27858969992375,1.58945100092044
"507","PHPH",32,32,"906","Basin1981","PHPH_906",189,247,310,120,"2",365,0,290,0,120,0,0,0,0,"","",1.71796768349403,627.058204475322,498.21062821327,206.156122019284,2.7037037037037,4.86666666666667,3.04166666666667
"508","PHPH",32,32,"907","Basin1981","PHPH_907",197,215,125,20,"N/A - bn 4&5",340,0,60,30,20,0,0,0,0,"","",1.71796768349403,584.109012387971,133.078061009642,34.3593536698807,1.24753471448732,1.29505305700853,17
"509","PHPH",32,32,"908","Basin1981","PHPH_908",180,195,147,31,"N/A - bn 2&3",15,37,15,14,31,0,0,0,0,"","",1.71796768349403,62.7695152524105,39.7695152524105,53.256998188315,1.26478770057747,2.72910935880046,1.17861534423062
"510","PILI",7,7,"1","Basin2005","PILI_001",130,137,132,28,"N/A - bn 2&3",0,37,0,1,0,21,0,0,0,"17 mm nipped off end of main branch before new growth","",0.40492890732736,37,1,21,0.795698924731183,1.02777777777778,1.76190476190476
"511","PILI",7,7,"2","Basin2005","PILI_002",98,107,52,25,"N/A - bn 2&3",0,46,0,1,0,24,0,0,0,"","",0.40492890732736,46,1,24,0.807017543859649,1.02222222222222,1.91666666666667
"512","PILI",7,7,"3","Basin2005","PILI_003",80,110,23,36,"3",0,36,0,0,0,28,0,0,0,"","",0.40492890732736,36,0,28,0.72,1,1.28571428571429
"513","PILI",7,7,"4","Basin2005","PILI_004",112,124,155,17,"N/A - side branch",0,3,0,0,0,20,0,0,0,"","",0.40492890732736,3,0,20,0.230769230769231,1,0.15
"514","PILI",7,7,"5","Basin2005","PILI_005",78,90,28,12,"N/A - bn 2&3",0,23,0,8,0,30,0,0,0,"","",0.40492890732736,23,8,30,0.766666666666667,1.53333333333333,0.766666666666667
"515","PILI",7,7,"6","Basin2005","PILI_006",95,120,95,15,"N/A - bn 2&3",0,30,0,0,0,27,0,0,0,"52 mm nipped off end of main branch before new growth","",0.40492890732736,30,0,27,0.689655172413793,1,1.11111111111111
"516","PILI",7,7,"7","Basin2005","PILI_007",79,98,50,35,"N/A - bn 1&2",0,22,0,0,0,33,0,0,0,"","",0.40492890732736,22,0,33,0.571428571428571,1,0.666666666666667
"517","PILI",1.4,1.4,"102","Waratah2011","PILI_102",28,82.67,34,33,"1",0,22,0,0,0,19,0,0,0,"","",0.40492890732736,22,0,19,0.698412698412698,1,1.15789473684211
"518","PILI",1.4,1.4,"105","Waratah2011","PILI_105",32,105,52,53,"N/A - side branch",0,40,0,24,0,34,0,0,0,"","",0.40492890732736,40,24,34,1.21212121212121,2.5,1.17647058823529
"519","PILI",1.4,1.4,"107","Waratah2011","PILI_107",30,74,26,194,"3",0,8,0,0,0,74,0,0,0,"","",0.40492890732736,8,0,74,0.177777777777778,1,0.108108108108108
"520","PILI",1.4,1.4,"108","Waratah2011","PILI_108",34,66.33333333,34,150,"1",0,30,0,0,0,64,0,0,0,"","",0.40492890732736,30,0,64,0.483870967741935,1,0.46875
"521","PILI",1.4,1.4,"109","Waratah2011","PILI_109",62,130,62,283,"1",0,46,0,20,0,104,0,0,0,"","",0.40492890732736,46,20,104,0.58974358974359,1.76923076923077,0.442307692307692
"522","PILI",1.4,1.4,"110","Waratah2011","PILI_110",39,71.33333333,52,69,"1",0,26,0,5,0,56,0,0,0,"","",0.40492890732736,26,5,56,0.530612244897959,1.23809523809524,0.464285714285714
"523","PILI",1.4,1.4,"111","Waratah2011","PILI_111",82,136,114,207,"N/A - bn 1&2",0,52,0,24,0,67,0,0,0,"","",0.40492890732736,52,24,67,0.845528455284553,1.85714285714286,0.776119402985075
"524","PILI",2.4,2.4,"151","Waratah2011","PILI_151",77,160,245,205,"1",0,104,0,8,0,77,0,0,0,"main stalk nipped to 176 mm and then new growth","",0.40492890732736,104,8,77,0.773234200743494,1.08333333333333,1.35064935064935
"525","PILI",2.4,2.4,"152","Waratah2011","PILI_152",133,183,236,201,"2",0,67,0,11,0,96,0,0,0,"","",0.40492890732736,67,11,96,0.644230769230769,1.19642857142857,0.697916666666667
